tp_prob	median_p_hwe	median_p_hwe_1_percent	median_p_hwe_5_percent	median_p_hwe_euro	median_p_hwe_1_percent_euro	median_p_hwe_5_percent_euro
0.51	2.7748131056417127	19.2250459830119	21.198023454626718	0.8541016067316174	7.582885562960742	7.499718443210472
0.52	2.769318345933875	19.1500074301759	21.122123352901877	0.848484161701313	7.507856387294219	7.423406265178199
0.53	2.7536177340213848	19.030634354478483	20.99000586213471	0.8363375986216057	7.382857966894307	7.293632165922653
0.54	2.7341200703897073	18.922742635932142	20.843759446102887	0.8228278054882218	7.259152172198292	7.1487282744070635
0.55	2.7296103438636	18.872872708738527	20.74718929871434	0.8170669651199041	7.189313575173624	7.056732867553847
0.56	2.736905765021932	18.820440295112448	20.688447823260926	0.8164609903317065	7.139442996937288	7.006547868609839
0.57	2.740730501962092	18.745851306875487	20.604100991780744	0.8131633411412055	7.065295190898703	6.9309077673098445
0.58	2.739987125943695	18.68769107573967	20.54898963772596	0.809390447010851	7.003359453727012	6.87658187953957
0.59	2.732798373242469	18.52588113788766	20.39478325997406	0.7964586662080452	6.831817682074479	6.7315534878288545
0.6	2.7223943442702483	18.397514433740923	20.235214367975278	0.7872293954735649	6.723883740522325	6.607650530360959
0.61	2.730612170571339	18.342387622604242	20.208232489748205	0.7881323349419714	6.691147170667729	6.578983567770664
0.62	2.7643667240240135	18.2690044361288	20.149710138027764	0.795513634646965	6.638671577931053	6.534474811187324
0.63	2.789040197811924	18.44708618289194	20.17050998354179	0.7993130921898298	6.652167341473822	6.504897639822913
0.64	2.853055400438586	18.559852917632842	20.132848565587043	0.8126155804990984	6.639244123837567	6.437512695005237
0.65	2.8711098363234813	18.527089699244623	20.101754307981807	0.8155796976963546	6.6035689103433315	6.403772975623563
0.66	2.8703219804838893	18.495125606578515	20.059784686065456	0.8127358890550831	6.563155184338215	6.361850066496
0.67	2.8520972118070977	18.42371637786078	20.000856041700395	0.8049339837409297	6.508021077044036	6.316221601433821
0.68	2.840867508527734	18.372410978046613	19.95751933821171	0.7999736421870817	6.469895128907749	6.28097747348228
0.69	2.8249582607458725	18.301883248603843	19.89955436353924	0.7899183712596667	6.39166822869136	6.211725644596922
0.7	2.8099585282303394	18.220964476829646	19.841354493552572	0.7795598141626897	6.304847951908712	6.146014152748187
0.71	2.800356468416474	18.15954443422109	19.789472500618427	0.7728574762884849	6.245310348429086	6.094004614317291
0.72	2.7820643460341974	18.06786529566334	19.718490107255306	0.7663774208119448	6.198900406383546	6.056090509317373
0.73	2.7724998472979423	17.99625207632442	19.64089023010185	0.7591677118511462	6.129746555499038	5.984678185079084
0.74	2.759150868523553	17.9157228155001	19.56436257495671	0.7481170116403957	6.0286383205361505	5.892916338728801
0.75	2.744472733185511	17.823507746651536	19.467630727348904	0.73593377933028	5.91934567887487	5.783824462151232
0.76	2.7305410723567904	17.7900435197962	19.39283724267428	0.7257397773392196	5.834846575488564	5.671287031164369
0.77	2.7069967506175576	17.68720184773458	19.310162416194853	0.709377977445463	5.700660598238216	5.555876264854567
0.78	2.6741789689693003	17.53051917806735	19.16876085146638	0.6895955062035343	5.542443971009932	5.413153143091156
0.79	2.664603648980925	17.456701279569263	19.110593605897503	0.6825616146277077	5.47170884276372	5.344133584675588
0.8	2.647709705624316	17.35457918084855	19.002951279694226	0.6653557550234486	5.317427038506838	5.2135059786671
0.81	2.6440706001766885	17.243019868830338	18.913447297981907	0.6543335651585497	5.188570738468085	5.113168853191659
0.82	2.6392371438653908	16.97217402909382	18.693899121175942	0.6278439386829952	4.8776974229879375	4.868136218529156
0.83	2.5963631431212213	16.81235447678231	18.56510926126868	0.602399353806871	4.696094264364184	4.711720730122894
0.84	2.600982873093109	16.783611125864937	18.536731360796626	0.6009595703220947	4.663721013426916	4.682182971864259
0.85	2.601229799107656	16.723496502387082	18.462553455320098	0.5948431390175909	4.589358370600586	4.604146446788406
0.86	2.595914462142761	16.65531277046061	18.388519959090992	0.5875645416240219	4.509123924627154	4.529095853744327
0.87	2.571570317719411	16.50102985134569	18.21159080347857	0.5710199409335247	4.367009026954676	4.382028792356655
0.88	2.567723136029446	16.402793731633842	18.096256511535298	0.5610972264077128	4.254795310949425	4.270348894092478
0.89	2.520521043105191	16.139095016984744	17.783779647732516	0.5288277191808852	3.9821793423578575	3.976919840522509
0.9	2.5711887004039733	16.003875793236933	17.648437054752158	0.5300178725352384	3.865588958779086	3.853910180770691
0.91	2.6383897944820696	15.995621566652208	17.63778495846216	0.5421548275901853	3.8496062831208726	3.8390359273667607
0.92	2.749429158680591	15.962823188856525	17.60211745888008	0.5614597917393837	3.8143035201692097	3.8030993618960807
0.93	2.8912160506430507	15.951976875978243	17.59119475518841	0.5877228647343289	3.791140119427857	3.7832294490746343
0.94	3.173205216317275	15.93968227940893	17.579137755830278	0.6408319618698666	3.7564094629143834	3.747922920855252
0.95	3.600518509043827	15.862826283066578	17.50314066979481	0.7140874599780888	3.6543253399139495	3.649488113829603
0.96	4.022730481892229	16.019838556602135	17.715787936322478	0.7935976850919723	3.6761654156815893	3.656275266401677
0.97	5.036853619040911	15.607810781078108	17.278136414803924	0.9124160938944491	3.290997519426027	3.2904849956557576
0.98	4.741687623775062	11.33440666729804	11.5707966252154	0.242480150232267	0.6560954285199374	0.5544734343798082
0.99	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0	0.0
